CODIGO,EAN,TITULO,SINOPSIS,NARRACION,SELLO,AUTORES,PAGINAS,PESO,GRUESO,ANCHO,ALTO,COLECCION,IBIC,TAG_DESCRIPTIVOS,PORTADA,WEB,FEC_PUBLICACION,PRESENTACION,FRASE_MKT,SELLO_CMS,IDIOMA_PUBLICACION,SENTIDO_LECTURA,T_PROD,ISBN
4034396,9789878223490,Muerte En El Nilo,"Aislados en un crucero en medio del río, la tensión entre los pasajeros va en aumento cuando un triángulo amoroso se convierte en el centro de interés de a bordo. La tranquilidad de la travesía se ve definitivamente alterada al descubrirse el cadáver de la bella Linnet. ¿Será capaz Poirot de encontrar al asesino de la joven? El misterio está servido.",Sin Genero,Booket,Agatha Christie|,232,160,1,"12,5",19,Biblioteca Agatha Christie,FICCIÓN MODERNA Y CONTEMPORÁNEA || GÉNERO POLICÍACO Y DE MISTERIO,"adultos,amoroso,asesinato,bestseller,clásica,clásico,clásicos,comprar,crimen,criminal,crucero,del,detectives,enigma,español,inglesa,intriga,investigación,libro,libros,literatura,misterio,negra,novela,para,policial,psicológica,psicológico,suspenso",https://www.planetadelibros.com.ar/usuaris/libros/fotos/444/original/portada_muerte-en-el-nilo_agatha-christie_202601141904.jpg,Novela literaria || Novela negra | Suspense y misterio,20260202,Rústica - Bolsillo,Agatha Christie: clásicos del suspenso que nunca fallan.  Un crimen a bordo donde nadie es inocente.,Booket,Español,,LIB,978-987-822-349-0
4032858,9789504992226,Mis Tardes En El Pequeño Cafe De Tokio,"En un Tokio bullicioso, bajo los cerezos que abrazan uno de los ríos de la ciudad, se esconde un pequeño café con tres mesas de madera donde sus clientes encuentran algo más que un lugar para tomar una bebida: un refugio.Cada semana, sus visitantes habituales regresan buscando respuestas a sus problemas: una joven escribe largas cartas en inglés, aferrada al recuerdo de alguien a quien extraña; una publicista brillante intenta complacer a todo el mundo y se pregunta si es posible elegir sin decepcionar a nadie; una profesora atrapada en la rutina sueña con un nuevo proyecto, pero el miedo la frena.El joven encargado del café, con su presencia tranquila, les ofrece algo más que una cálida bienvenida: un espacio terapéutico donde compartir sus miedos y encontrar el valor para seguir adelante. A veces basta una taza caliente y un gesto amable para iluminar el camino.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",Sin Genero,Planeta,Michiko Aoyama|,208,0,1,15,23,Planeta Internacional,FICCIÓN Y TEMAS AFINES || FICCIÓN MODERNA Y CONTEMPORÁNEA || Japón,"alma,amistad,autoayuda,bibliotecas,bien,comunidad,curación,curar,emocional,emocionalmente,empatía,fiction,formato,hacen,healing,libros,magia,novela,para,poder,que,sanan,sanar,sentir,Japón,Tokio",https://www.planetadelibros.com.ar/usuaris/libros/fotos/422/original/421992_portada_mis-tardes-en-el-pequeno-cafe-de-tokio_michiko-aoyama_202503211553.jpg,Novela contemporánea,20250602,Rústica con solapas,Un refugio. Un respiro. Respuestas para el corazón.,Editorial Planeta,Español,,LIB,978-950-49-9222-6
4033429,9789504992738,Meditaciones De Gato Aurelio Estoicismo Ilustrado Para La Vida Moderna,"Descubre, de la  ""m""a""n""o"" patita del adorable Gato Aurelio, cómo controlar tus prejuicios, juicios y reacciones, a ver cada cotratiempo como oportunidad y a aprender a procurar lo que de verdad importa para ser feliz.  Para gatitos y gatitas estoicas.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",Sin Genero,Planeta,Pictoline|,168,320,"1,2",16,23,Filosofía estoica aplicada a l,GUÍAS DE ESTILOS PERSONALES Y ESTILOS DE VIDA || Guías de estilo y moda || Edad de interés: a partir de 8 años," estoicos,adolescente,adulta,amigos,autocontrol,célebres,calma,clásico,comodidades,consecuencia,convertirse,debilidades,del,desafíos,emperador,enfocarse,enseñanzas,espíritu,estoica,estoicismo,estoico,familiares,filosofía,filósofo,filósofos,fortalezas",https://www.planetadelibros.com.ar/usuaris/libros/fotos/424/original/423760_portada_meditaciones-de-gato-aurelio_pictoline_202503210054.jpg,Actualidad || Estilo de vida,20250701,Rústica con solapas,Estoicismo ilustrado para encontrar la calma en el medio del ruido.,Editorial Planeta,Español,,LIB,978-950-49-9273-8
4033774,9789504993957,Intensamente Donde Estan Las Emociones Disney,"Adéntrate en los escenarios más fascinantes con Alegría, Tristeza, Ansiedad, Envidia y las demás Emociones que guiarán a Riley en su día a día. Búscalas en los diferentes espacios del Mundo Mental y ayúdalas a recuperar los recuerdos perdidos.   ¡Incluye personajes adicionales! Encuéntralos a todos.",Sin Genero,Planeta Junior,Disney|,48,194,"0,3",20,27,Disney,"Libros y paquetes interactivos y de actividades || INFANTIL Y JUVENIL: NO FICCIÓN GENERAL || Pasatiempos, adivinanzas y juegos (infantil/juvenil) || Edad de interés: a partir de 8 años"," adolescencia,aburrimiento,alegría,amsiedad,and,animación,ansiedad,aventuras,busca,colapso,comedia,conciencia,cosas,desagradables,desagrado,desarrollo,drama,emocional,emociones,emociones?,encuentra,ennui,enojo,enviadia,están,find,frustración,furia",https://www.planetadelibros.com.ar/usuaris/libros/fotos/429/original/428926_portada_intensamente-donde-estan-las-emociones_disney_202503191938.jpg,Infantil | De 6 a 8 años,20250901,Rústica sin solapas,Encuentra a tus emociones favoritas y otras más...,Planeta Junior,Español,,LIB,978-950-49-9395-7
4034017,9789504994862,Cozy Cat 2 Felicidad Cada Dia (Colorea Y Desprende Cada Pagina),Una colección para encontrar tu espacio de calma y creatividad.,Sin Genero,Planeta,Estudio PE S.A.C.|,48,181,"2,4",25,20,Fuera de colección,"LIBROS ILUSTRADOS, LIBROS DE ACTIVIDADES Y MATERIAL DE APRENDIZAJE TEMPRANO || Libros de actividades para colorear y pintar || Intereses prácticos (infantil/juvenil) || Edad de interés: a partir de 9 años","actividades,activity,adult,adultos,adults,alivio,ansiedad,art,arte,bienestar,book,calma,color,coloreando,colorear,colores,coloring,concentración,cozy,crayola,creativa,creatividad,cómo,del,desconectar,dibujar,dibujo,emocional,entretenimiento,escuela",https://www.planetadelibros.com.ar/usuaris/libros/fotos/432/original/431970_portada_cozy-cat-2-felicidad-cada-dia_estudio-pe-sac_202508061910.jpg,Infantil,20251103,Rústica con solapas,Una colección para encontrar tu espacio de calma y creatividad  Encontrá tu momento de relajación y creatividad en compañía de Cozy Cat,Editorial Planeta,Español,,LIB,978-950-49-9486-2
4034019,9789504994886,Cozy Cat 4 Conocer El Mundo (Colorea Y Desprende Cada Pagina),Una colección para encontrar tu espacio de calma y creatividad.,Sin Genero,Planeta,Estudio PE S.A.C.|,48,181,"0,5",25,20,Fuera de colección,"LIBROS ILUSTRADOS, LIBROS DE ACTIVIDADES Y MATERIAL DE APRENDIZAJE TEMPRANO || Libros de actividades para colorear y pintar || Intereses prácticos (infantil/juvenil) || Edad de interés: a partir de 9 años","actividades,activity,adult,adultos,adults,alivio,ansiedad,art,arte,bienestar,book,calma,color,coloreando,colorear,colores,coloring,concentración,cozy,crayola,creativa,creatividad,cómo,del,desconectar,dibujar,dibujo,emocional,entretenimiento,escuela",https://www.planetadelibros.com.ar/usuaris/libros/fotos/432/original/431972_portada_cozy-cat-4-a-conocer-el-mundo_estudio-pe-sac_202508061914.jpg,Infantil,20251103,Rústica con solapas,Una colección para encontrar tu espacio de calma y creatividad  Encuentra tu momento de relajación y creatividad en compañía de Cozy Cat,Editorial Planeta,Español,,LIB,978-950-49-9488-6
4032607,9789507326509,Las Aventuras De Sherlocko La Marca Del Gato (Geronimo Stilton),"Parece que un gato lobo merodea por Ratonington y araña las obras de arte más valiosas de la ciudad. Pero el gran Sherlocko no cree en las leyendas y, junto con su ayudante, empieza a indagar. Una caza al ladrón para salvar el arte de Ratonington, un caso intrigante de solución... ¡afilada!",Sin Genero,Destino Infantil & Juvenil Arg,Geronimo Stilton|,128,173,"0,5",14,21,Gerónimo Stilton,Ficción general (infantil/juvenil) || Relatos de aventuras (infantil/juvenil) || Ficción de crimen y misterio (infantil/juvenil) || Edad de interés: a partir de 7 años,"animales,aventuras,chicos,gato,libros,lobo,misterio,niños,para,Ratonington,Sherlock,Sherlocko,Stilton",https://www.planetadelibros.com.ar/usuaris/libros/fotos/422/original/421041_portada_la-marca-del-gato_geronimo-stilton_202202011630.jpg,Infantil | Acción y aventuras || Infantil | De 6 a 8 años || Infantil | Misterio,20250502,Rústica sin solapas,¿Misterios imposibles de resolver? Están en buenas patas con el gran Sherlocko y su ayudante...,Destino Infantil & Juvenil,Español,,LIB,978-950-732-650-9
4034075,9789508702777,Los Compas Y El Lobo Feroz (Compacuentos),"Mike, Timba y Trolli tienen una misión. Pensaban que iba a ser fácil, solo tenían que:    "" Ponerse las caperuzas rojas.    "" Cruzar el bosque.    "" Despistar al lobo feroz.    "" Arreglar el tejado de Hortensia.  Pero al llegar"" algo no cuadra. La abuelita está rarísima"" ¡Qué ojos tan grandes tiene! ¡Y qué garras tan peludas! ¡Y qué dientes tan... AAAAAH!  ¿Cómo lograrán Los Compas salir sanos y salvos de este cuento tan loco?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",Sin Genero,Martínez Roca,"Mikecrack, El Trollino y Timba Vk|",240,0,"1,4",13,20,Universo Compas,Relatos de aventuras (infantil/juvenil) || Relatos de humor (infantil/juvenil) || Edad de interés: a partir de 8 años,"anna,arta,cerditos,chocolate,clásicos,compa,compas,cuentos,diario,fácil,frijolito,ilustrados,infantiles,kadabra,lectura,libro,libros,mágico,mansión,mikecrack,minecraft,niños,once,para,perrerías,ratitas,roblox,rulas,timba,tres,trolardy,trollino,Compas",https://www.planetadelibros.com.ar/usuaris/libros/fotos/442/original/441876_portada_los-compacuentos-3-los-compas-y-el-lobo-feroz_mikecrack-el-trollino-y-timba-vk_202509251158.jpg,Infantil | Acción y aventuras || Infantil | De 9 a 12 años,20251125,Rústica con solapas,¡Los cuentos clásicos como nunca te los han contado! Ahora Caperucita Roja y Los tres cerditos al más puro estilo de Los Compas.,Ediciones Martínez Roca,Español,,LIB,978-950-870-277-7
4029445,9789878220567,Los Hombres Que No Amaban A Las Mujeres (Una Novela De Lisbeth Salander),"«Millenium es una brillante trilogía que ha trascendido el ámbito de la literatura» Rafael Narbona, El Cultural.  Harriet Vanger desapareció hace treinta y seis años en una isla sueca propiedad de su poderosa familia. A pesar del despliegue policial, no se encontró ni rastro de la muchacha. ¿Se escapó? ¿Fue secuestrada? ¿Asesinada? El caso está cerrado y los detalles, olvidados. Pero su tío Henrik Vanger, un empresario retirado, vive obsesionado con resolver el misterio antes de morir.  Mikael Blomkvist acepta el extraño encargo de Vanger de retomar la búsqueda de su sobrina. Periodista de investigación y alma de la revista Millennium, dedicada a sacar a la luz los trapos sucios de la política y las finanzas, Blomkvist se enfrenta a una querella por difamación presentada por un gran grupo industrial que amenaza con arruinar su carrera y su reputación. Contará con la colaboración inesperada de Lisbeth Salander, una peculiar investigadora privada, socialmente inadaptada, tatuada y llena de piercings, y con extraordinarias e insólitas cualidades.",Sin Genero,Booket,Stieg Larsson|,680,552,"3,5","12,5",19,Bestseller,FICCIÓN MODERNA Y CONTEMPORÁNEA || OBRA DE MISTERIO Y SUSPENSE,"aire,amaban,asesinatos,bidón,cerilla,chica,con,corrientes,fuerte,gasolina,hace,hombres,investigación,larson,larsson,lisbet,más,mata,millenium,mujeres,negra,novela,palacio,que,reina,salander,secretos,soñaba,stieg,thriller,trilogía",https://www.planetadelibros.com.ar/usuaris/libros/fotos/384/original/383593_portada_los-hombres-que-no-amaban-a-las-mujeres-millennium-1_stieg-larsson_202306221522.jpg,Novela contemporánea || Novela negra,20230801,Rústica - Bolsillo,"Primer título de la serie protagonizada por la inolvidable Lisbeth Salander, que cautivó a 100 millones de lectores y fue llevada al cine con gran éxito. ",Booket,Español,Occidental,LIB,978-987-822-056-7
4033646,9789878222844,Lealtad A La Marca,"El 75% de las marcas pasa inadvertido en la orquesta empresarial mundial, a pesar de inversiones muchas veces millonarias en marketing e innovación. En este contexto, un grupo privilegiado de organizaciones cosecha altísimos niveles de lealtad, logrando que sus clientes bordeen el fanatismo. Lo que las distingue es que no se enfocan en vender un producto, sino en ofrecerle al cliente una experiencia, una causa justa que seguir (desde contribuir al salvataje de animales en peligro de extinción a la utilización de materiales biodegradables). En la conjunción entre ser y pertenecer se genera la tribu, el punto máximo de la fidelización, el punto en el que las empresas trascienden la oferta de mercado y avanzan hacia un quehacer social.  No todas las organizaciones pueden aspirar a crear estos niveles de lealtad pero ¿cómo los logran las que sí? ¿Cuáles son sus estrategias y cómo las eligen? ¿Cómo diseñan las experiencias que ofrecen? ¿Es posible replicar su éxito a diferentes escalas y en distintas organizaciones?Lealtad a la marca responde con eficacia a estos interrogantes y ofrece además un método novedoso y replicable que permite a cualquier organización o emprendedor/a incrementar sus niveles de satisfacción de cliente a través de poderosas experiencias de marca. Con decenas de casos analizados y múltiples modelos de análisis, Tito Ávalos entrama una guía práctica, imprescindible a la hora de diseñar y gestionar experiencias de marca relevantes y atractivas.",Sin Genero,Booket,Tito Ávalos|,168,178,1,"12,5",19,Empresa,Innovación empresarial || Ventas y marketing," lealtad,ávalos,éxito,análisis,branding,casos,cliente,clientes,consumidor,creación,del,efectivo,emocional,emprendimiento,empresarial,estrategia,estrategias,experiencia,experiencias,fidelidad,fidelización,gestión,lealtad,libro,método,marca,marketing",https://www.planetadelibros.com.ar/usuaris/libros/fotos/427/original/portada_lealtad-a-la-marca_tito-avalos_202507142124.jpg,Empresa | Marketing y ventas,20250801,Rústica - Bolsillo,Fideliza más allá del producto: construí una tribu alrededor de tu marca,Booket,Español,,LIB,978-987-822-284-4
4033742,9789878222967,La Ciencia De Hacerse Rico,"Este es uno de los libros más leídos de todos los tiempos. A lo largo de sus diecisiete capítulos descubrirás la manera de alcanzar la riqueza y el éxito financiero utilizando el sistema que emplearon cientos de multimillonarios en todo el mundo.El autor sostiene que la verdadera riqueza no se alcanza por mera suerte o azar, por el contrario, la riqueza es una ciencia que puede ser aprendida y aplicada por todos. Gracias al poder de tus pensamientos y creencias es que puedes atraer la abundancia en tu vida.Ya seas emprendedor, inversionista o simplemente una persona que busca mejorar su situación financiera, en este libro encontrarás una guía imprescindible para que puedas tener la vida que sueñas, ser feliz y sentirte libre y poderoso.",Sin Genero,Booket,Wallace D. Wattles|,104,116,"0,7","12,5",19,Fuera de colección,"ECONOMÍA || Teoría y filosofía económicas || Economía monetaria || AUTOAYUDA Y DESARROLLO PERSONAL || Finanzas personales || Afirmación personal, motivación y autoestima","ciencia,como,dinero,finanzas,ganar,hacerse,inspiró,libro,libros,manifestación,mejores,para,personal,prosperidad,que,realización,rico,secreto,sobre,wallace,wattles",https://www.planetadelibros.com.ar/usuaris/libros/fotos/427/original/portada_la-ciencia-de-hacerse-rico_wallace-d-wattles_202508110036.jpg,Economía | Clásicos economía || Empresa | Finanzas,20250901,Rústica - Bolsillo,"«Este libro es pragmático, no filosofal. Es un manual práctico, no un tratado sobre teorías. Fue pensado para hombres y mujeres cuya necesidad más apremiante es el dinero; en otras palabras, es para quienes desean volverse ricos primero y luego filosofar».                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",Booket,Español,,LIB,978-987-822-296-7
4034391,9789878223551,No Hay Verano Sin Ti (Trilogia Verano 2),"La trilogía en la que se basa la serie de Prime Video. (Libro 2)  Año tras año, Belly espera con impaciencia la llegada de las vacaciones para reencontrarse con Conrad y Jeremiah en la casa de la playa. Pero este verano no podrá ir. No después de que la madre de los chicos volviera a enfermar y de que Conrad cambiara. Todo lo que el verano signifi caba se ha esfumado y Belly está deseando que acabe. Hasta que recibe una llamada inesperada que la convence de que aún podría volver a ser como antes. Y eso sólo puede ocurrir en un lugar""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",Sin Genero,Booket,Jenny Han|,272,428,"1,7","12,5",19,Fuera de colección,Relatos románticos y de relaciones interpersonales (infantil/juvenil) || Edad de interés: a partir de 14 años," libros, No,adolescente,adolescentes,adult,adultos,amor,amoroso,basados,chica,chicas,chicos,comprar,contemporáneas,destino,enamoré,enamoramiento,enamorar,ficción,hay,historia,infantil,infantiles,juvenil,juveniles,jóvenes,libro,libros,literatura juve,",https://www.planetadelibros.com.ar/usuaris/libros/fotos/445/original/portada_no-hay-verano-sin-ti_jenny-han_202601141913.jpg,Juvenil | A partir de 14 años || Juvenil | Romántica,20260202,Rústica - Bolsillo,Una historia de amor y crecimiento personal. ,Booket,Español,,LIB,978-987-822-355-1
4031131,9789504988052,Romper El Circulo,"Lily no siempre lo ha tenido fácil, pero eso nunca le ha impedido luchar por la vida que quiere y ha recorrido un largo camino para llegar donde está ahora. Su vida comienza a cambiar el día que Ryle Kincaid, un extraordinario neurocirujano, se fija en ella. Ryle es asertivo, terco, tal vez incluso un poco arrogante, pero también es sensible, tremendamente atractivo, brillante, y tiene una debilidad total por ella. Todo en él es per-fecto salvo su completa aversión a las relaciones, así que cuando Lily se da cuenta de que ella es la excepción a su regla de «no tener citas», no puede evitar preguntarse por qué ha tomado esa decisión.A medida que las preguntas sobre su nueva relación la asaltan, también lo hacen los pensamientos sobre Atlas Corrigan, su primer amor y un vínculo con el pasado que dejó atrás. Él era su alma gemela, su protector. Cuando Atlas reaparece repentinamente y Ryle comienza a mostrar su verdadera cara, todo lo que Lily ha construido con él se ve amenazado.  «Nadie escribe sobre sentimientos como Colleen Hoover.» ANNA TODD",Sin Genero,Planeta,Colleen Hoover|,400,492,2,15,23,Planeta Internacional,FICCIÓN MODERNA Y CONTEMPORÁNEA || NARRATIVA ROMÁNTICA || Narrativa romántica adulta y contemporánea,"adaptacion,amor,amoroso,bestseller,blake,booktok,cinematografica,circulo,colen,colleen,collen,domestica,drama,empezar,ends,hacen,him,hoover,hover,juvenil,libros,lively,llorar,love,maltrato,novela,película,psicologico,que,recomendaciones,regretting",https://www.planetadelibros.com.ar/usuaris/libros/fotos/404/original/portada_romper-el-circulo-it-ends-with-us-tie-in_colleen-hoover_202407081750.jpg,Novela contemporánea,20240801,Rústica con solapas,MÁS DE 7 MILLONES DE EJEMPLARES VENDIDOS.  A veces quien más te quiere es quien más daño te hace.,Editorial Planeta,Español,Occidental,LIB,978-950-49-8805-2
4031431,9789504988915,La Neurona Exploradora Necesito Un Abrazo,"¡Hola! Soy Neurita, la neurona exploradora. Vivo en el cerebro de Cris y mi función es ayudarla a entender sus pensamientos y emociones.  En este cuento a Cris le dan una noticia que no le gusta nada: ¡sus padres han decidido mudarse a otra ciudad! Como es lógico, se ha puesto muy triste. Tanto que solo tiene ganas de llorar, y es incapaz de salir de ese estado. Por suerte, sé cómo ayudarla a tomar las riendas de esa tristeza y a convertir los pensamientos grises en momentos llenos de color. ¿Quieres saber cómo?  En este libro, además de desvelar qué ocurre en nuestro cuerpo cuando estamos tristes, encontraremos consejos y herramientas para actuar frente a las emociones.",Sin Genero,Planeta Junior,Isabel Rojas Estapé|,40,166,"0,3",25,25,Fuera de colección,Libros de cuentos ilustrados || Cuestiones personales y sociales: autoconocimiento y autoestima (infantil/juvenil) || Edad de interés: a partir de 4 años,"años,cuento,emociones,gestión,mental,neurita,neurona,niños,para,partir,salud,sobre,tristeza",https://www.planetadelibros.com.ar/usuaris/libros/fotos/409/original/portada_la-neurona-exploradora-necesito-un-abrazo_isabel-rojas-estape_202409172147.jpg,Infantil | De 3 a 5 años |,20241001,Rústica con solapas,,Planeta Junior,Español,,LIB,978-950-49-8891-5
4032620,9789504991045,Te Receto Un Gato,"La misteriosa Clínica Kokoro se encuentra en un oscuro y escondido callejón de Kioto. Solo pueden encontrarla quienes más lo necesitan. Aquí el tratamiento que se prescribe no incluye medicamentos, sino"" ¡gatos! Una receta que, aunque al principio desconcierta, tiene el poder de cambiar vidas.Bajo la guía del excéntrico doctor Nike y la malhumorada enfermera Chitose, los pacientes llegan buscando soluciones: un joven quiere recuperar la alegría tras perder su empleo; un hombre desea encontrar paz en casa y en el trabajo; una madre agotada anhela reconectar con su hija; una diseñadora desea liberarse de su perfeccionismo, y una geisha intenta superar una gran pérdida.Mientras enfrentan sus propios conflictos, descubrirán que estos compañeros felinos, con su mezcla de ternura y excentricidad, pueden ser una fuente inesperada de consuelo y sabiduría. Porque, a veces, todo lo que necesitas para sanar es el amor y la compañía de un gato.Divertida, tierna y profundamente reconfortante, esta exitosa novela superventas en Japón, ganadora del Premio Kioto a la Mejor Novela, nos invita a redescubrir las pequeñas cosas que pueden curar el alma.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ",Sin Genero,Planeta,Syou Ishida|,320,396,"1,5",15,23,Planeta Internacional,FICCIÓN Y TEMAS AFINES || FICCIÓN MODERNA Y CONTEMPORÁNEA || Gatos como mascotas || Japón," Te,alma,amantes,animales,asiatica,bestseller,clínica,como,con,contemporánea,curan,divertida,emocional,emocionan,feel,feelgood,fiction,gato,gatos,good,healing,historias,humanos,inspiradoras,japonés,japonesa,japonesas,libro,libros,literatura,mágicos",https://www.planetadelibros.com.ar/usuaris/libros/fotos/421/original/420088_portada_te-receto-un-gato_syou-ishida_202412051105.jpg,Novela contemporánea,20250501,Rústica con solapas,¿Quién imaginaría que la cura perfecta ronronea?  Una celebración absolutamente encantadora del poder curativo de las mascotas.  Premio Kioto a la Mejor Novela,Editorial Planeta,Español,,LIB,978-950-49-9104-5
4034010,9789504994817,Arte De Gastar Dinero Pequeñas Decisiones Para Una Vida Mas Rica,"Tras ayudar a millones de personas a replantearse su relación con el dinero cómo ganarlo, ahorrarlo e invertirlo , Morgan Housel nos invita a reflexionar sobre algo igual de importante: aprender a gastar con sentido.  El mayor retorno de una inversión no es económico, es la tranquilidad que nos aporta. Sin embargo, a menudo desperdiciamos ese dinero en cosas inútiles, más preocupados por la imagen que proyectamos que por lo que realmente necesitamos. O peor, lo acumulamos con ansiedad, con miedo a gastarlo precisamente en aquello que podría mejorar nuestras vidas. El arte de gastar dinero no es un libro sobre dinero, o no solo, sino sobre la importancia de conocer nos a nosotros mismos, saber qué nos aporta valor y qué nos hace felices. Explora temas como la envidia, el estatus, la identidad o la inseguridad, así como otras trampas comunes que condicionan nuestras decisiones económicas, y comparte sus lecciones clave para utilizar el dinero de una forma más sabia y reconfortante.",Sin Genero,Planeta,Morgan Housel|,288,356,"1,5",15,23,No Ficción,Teoría y filosofía económicas || Crecimiento económico || Toma de decisiones en la gestión de empresas || AUTOAYUDA Y DESARROLLO PERSONAL || Finanzas personales,"administrar,ahorro,ansiedad,aprender,arte,autoconocimient,bienestar,con,consciente,conscientes,consumo,cómo,decisiones,del,desarrollo,dinero,economía,económico,educación,emocional,emociones,envidia,equilibrio,estatus,felicidad,filosofía,financiera",https://www.planetadelibros.com.ar/usuaris/libros/fotos/432/original/portada_el-arte-de-gastar-dinero_morgan-housel_202510202029.jpg,Autoayuda | Crecimiento personal || Economía | Inversión || Psicología,20251103,Rústica con solapas,Pequeñas decisiones para aprender a gastar con sentido,Editorial Planeta,Español,,LIB,978-950-49-9481-7
4029428,9789505472697,El Hobbit (Edicion Revisada),"El Hobbit es uno de los principales clásicos modernos y el preludio de El Señor de los Anillos.Bilbo Bolsón es como cualquier hobbit: no mide más de metro y medio, vive pacíficamente en la Comarca, y su máxima aspiración es disfrutar de los placeres sencillos de la vida: comer bien, pasear y charlar con los amigos. Pero su tranquilidad se ve interrumpida cuando el mago Gandalf y un grupo de trece enanos se presentan un día en su casa para involucrarlo en una aventura. Con la ayuda de un mapa misterioso, partirán hacia la Montaña Solitaria con el fin de rescatar el valioso tesoro custodiado por Smaug el Dorado, un terrible y enorme dragón. A pesar de las reticencias de Bilbo a participar en esta búsqueda, pronto descubrirá una temeridad y una habilidad como ladrón que jamás hubiera sospechado poseer.",Sin Genero,Minotauro,J. R. R. Tolkien|,448,547,"2,3",15,23,El Sr de los anillos,FANTASÍA,"épica,época,""El,anillos,aventura,bilbo,bolsón,británico,cartografía,clásico,criaturas,dragón,enanos,escritor,esdla,fantástica,fantásticas,fantasía,fantasy,gandalf,gollum,hobbit,icónicos,iniciático,inventados,legado,lenguajes,libro,literario,magia    ",https://www.planetadelibros.com.ar/usuaris/libros/fotos/381/original/380957_portada_el-hobbit-edicion-revisada_j-r-r-tolkien_202306071037.jpg,Fantasía,20230801,Rústica con solapas,Unos de los principales clásicos modernos y el preludio de El señor de los Anillos.,Minotauro,Español,Occidental,LIB,978-950-547-269-7
4027439,9789507325465,La Casa En El Mar Mas Azul,"Una novela que abrirá tu mente y tu corazón: el fenómeno que está fascinando al mundo entero.  Trabajo, trabajo y más trabajo. Linus Baker podría ser una persona cualquiera, en un lugar cualquiera, viviendo una vida cualquiera. Él estaba convencido de esto, y si tú lo hubieras conocido, tampoco habrías dudado en asegurar que Linus pertenecía al montón, ni más, ni menos. Y así era, hasta el día en que este funcionario del Departamento de Jóvenes Mágicos es llamado por Altísima Dirección para supervisar un orfanato del que apenas hay registros.  Con esta nueva tarea entre manos, Linus viajará a la isla de Marsyas, donde deberá supervisar a seis huérfanos catalogados como peligrosos (hablamos del futuro Anticristo, entre otros) y a su enigmático cuidador. Ahí, deberá dejar de lado sus miedos y prejuicios, que no son pocos, para darse cuenta de que lo que realmente tiene que hacer no es aquello a lo que le han enviado. Porque en Marsyas, Linus descubrirá que el camino a la felicidad es distinto para cada uno de nosotros, y, que si te atreves a recorrerlo, llegarás al lugar donde te encontrarás a ti mismo.",Sin Genero,Crossbooks Argentina,TJ Klune|,496,561,"2,5","14,5","22,4",Ficción,FICCIÓN Y TEMAS AFINES || FICCIÓN MODERNA Y CONTEMPORÁNEA || FANTASÍA || Fantasía romántica || NARRATIVA ROMÁNTICA || Ficción general (infantil/juvenil) || Fantasía y realismo mágico (infantil/juvenil) || Relatos románticos y de relaciones interpersonales (infantil/juvenil) || Relatos sobre la familia y el hogar (infantil/juvenil) || Relatos de humor (infantil/juvenil) || Relatos sobre la escuela (infantil/juvenil) || Edad de interés: a partir de 14 años,"amor,anticristo,azul,dragón,fénix,gnoma,house,huérfanos,mágicos,orfanato,poderes,pomerania,queer,seres,the,Cerulean,LGBT,LGBTIQ+,Sea,The",https://www.planetadelibros.com.ar/usuaris/libros/fotos/359/original/358545_portada_la-casa-en-el-mar-mas-azul_tj-klune_202203161729.jpg,Juvenil | A partir de 14 años || Juvenil | Fantasía || Juvenil | Historias cotidianas || Juvenil | LGTBI,20220801,Rústica con solapas,Bienvenido al lugar donde encontrarás lo que de verdad importa.,Crossbooks,Español,Occidental,LIB,978-950-732-546-5
